audio_path,face_path,identity,facenet_feats_path,label,wav2vec2_feats_path,wav2vec2id_feats_path,wavlmsv_feats_path,ecappa_feats_path
./v1/voices/id0034/English/2sq8hNwrjHM/00028.wav,./v1/faces/id0034/English/2sq8hNwrjHM/0008600.jpg,id0034,./facenetfeats/v1/faces/id0034/English/2sq8hNwrjHM/0008600.npy,33.0,./wav2vec2feats/v1/voices/id0034/English/2sq8hNwrjHM/00028.npy,./wav2vec2featsid/v1/voices/id0034/English/2sq8hNwrjHM/00028.npy,./wavlmsvfeats/v1/voices/id0034/English/2sq8hNwrjHM/00028.npy,./ecappafeats/v1/voices/id0034/English/2sq8hNwrjHM/00028.npy
./v1/voices/id0051/English/CVRK0vEqDno/00009.wav,./v1/faces/id0051/English/CVRK0vEqDno/0008725.jpg,id0051,./facenetfeats/v1/faces/id0051/English/CVRK0vEqDno/0008725.npy,50.0,./wav2vec2feats/v1/voices/id0051/English/CVRK0vEqDno/00009.npy,./wav2vec2featsid/v1/voices/id0051/English/CVRK0vEqDno/00009.npy,./wavlmsvfeats/v1/voices/id0051/English/CVRK0vEqDno/00009.npy,./ecappafeats/v1/voices/id0051/English/CVRK0vEqDno/00009.npy
./v1/voices/id0054/English/npX324mAtR0/00015.wav,./v1/faces/id0054/English/npX324mAtR0/0004550.jpg,id0054,./facenetfeats/v1/faces/id0054/English/npX324mAtR0/0004550.npy,53.0,./wav2vec2feats/v1/voices/id0054/English/npX324mAtR0/00015.npy,./wav2vec2featsid/v1/voices/id0054/English/npX324mAtR0/00015.npy,./wavlmsvfeats/v1/voices/id0054/English/npX324mAtR0/00015.npy,./ecappafeats/v1/voices/id0054/English/npX324mAtR0/00015.npy
./v1/voices/id0034/English/2sq8hNwrjHM/00065.wav,./v1/faces/id0034/English/2sq8hNwrjHM/0013550.jpg,id0034,./facenetfeats/v1/faces/id0034/English/2sq8hNwrjHM/0013550.npy,33.0,./wav2vec2feats/v1/voices/id0034/English/2sq8hNwrjHM/00065.npy,./wav2vec2featsid/v1/voices/id0034/English/2sq8hNwrjHM/00065.npy,./wavlmsvfeats/v1/voices/id0034/English/2sq8hNwrjHM/00065.npy,./ecappafeats/v1/voices/id0034/English/2sq8hNwrjHM/00065.npy
./v1/voices/id0013/English/h1SQAnchZ9w/00000.wav,./v1/faces/id0013/English/h1SQAnchZ9w/0005050.jpg,id0013,./facenetfeats/v1/faces/id0013/English/h1SQAnchZ9w/0005050.npy,12.0,./wav2vec2feats/v1/voices/id0013/English/h1SQAnchZ9w/00000.npy,./wav2vec2featsid/v1/voices/id0013/English/h1SQAnchZ9w/00000.npy,./wavlmsvfeats/v1/voices/id0013/English/h1SQAnchZ9w/00000.npy,./ecappafeats/v1/voices/id0013/English/h1SQAnchZ9w/00000.npy
./v1/voices/id0066/English/6lJjLlJj4OU/00008.wav,./v1/faces/id0066/English/6lJjLlJj4OU/0001500.jpg,id0066,./facenetfeats/v1/faces/id0066/English/6lJjLlJj4OU/0001500.npy,65.0,./wav2vec2feats/v1/voices/id0066/English/6lJjLlJj4OU/00008.npy,./wav2vec2featsid/v1/voices/id0066/English/6lJjLlJj4OU/00008.npy,./wavlmsvfeats/v1/voices/id0066/English/6lJjLlJj4OU/00008.npy,./ecappafeats/v1/voices/id0066/English/6lJjLlJj4OU/00008.npy
./v1/voices/id0041/English/7m4O_-EO16E/00034.wav,./v1/faces/id0041/English/7m4O_-EO16E/0007575.jpg,id0041,./facenetfeats/v1/faces/id0041/English/7m4O_-EO16E/0007575.npy,40.0,./wav2vec2feats/v1/voices/id0041/English/7m4O_-EO16E/00034.npy,./wav2vec2featsid/v1/voices/id0041/English/7m4O_-EO16E/00034.npy,./wavlmsvfeats/v1/voices/id0041/English/7m4O_-EO16E/00034.npy,./ecappafeats/v1/voices/id0041/English/7m4O_-EO16E/00034.npy
./v1/voices/id0010/English/nnQb0PVW9Zc/00001.wav,./v1/faces/id0010/English/nnQb0PVW9Zc/0004600.jpg,id0010,./facenetfeats/v1/faces/id0010/English/nnQb0PVW9Zc/0004600.npy,9.0,./wav2vec2feats/v1/voices/id0010/English/nnQb0PVW9Zc/00001.npy,./wav2vec2featsid/v1/voices/id0010/English/nnQb0PVW9Zc/00001.npy,./wavlmsvfeats/v1/voices/id0010/English/nnQb0PVW9Zc/00001.npy,./ecappafeats/v1/voices/id0010/English/nnQb0PVW9Zc/00001.npy
./v1/voices/id0010/English/nnQb0PVW9Zc/00020.wav,./v1/faces/id0010/English/nnQb0PVW9Zc/0009500.jpg,id0010,./facenetfeats/v1/faces/id0010/English/nnQb0PVW9Zc/0009500.npy,9.0,./wav2vec2feats/v1/voices/id0010/English/nnQb0PVW9Zc/00020.npy,./wav2vec2featsid/v1/voices/id0010/English/nnQb0PVW9Zc/00020.npy,./wavlmsvfeats/v1/voices/id0010/English/nnQb0PVW9Zc/00020.npy,./ecappafeats/v1/voices/id0010/English/nnQb0PVW9Zc/00020.npy
./v1/voices/id0059/English/fLmv5exbzmg/00013.wav,./v1/faces/id0059/English/fLmv5exbzmg/0019475.jpg,id0059,./facenetfeats/v1/faces/id0059/English/fLmv5exbzmg/0019475.npy,58.0,./wav2vec2feats/v1/voices/id0059/English/fLmv5exbzmg/00013.npy,./wav2vec2featsid/v1/voices/id0059/English/fLmv5exbzmg/00013.npy,./wavlmsvfeats/v1/voices/id0059/English/fLmv5exbzmg/00013.npy,./ecappafeats/v1/voices/id0059/English/fLmv5exbzmg/00013.npy
./v1/voices/id0022/English/cIaJasZFQ94/00025.wav,./v1/faces/id0022/English/cIaJasZFQ94/0020900.jpg,id0022,./facenetfeats/v1/faces/id0022/English/cIaJasZFQ94/0020900.npy,21.0,./wav2vec2feats/v1/voices/id0022/English/cIaJasZFQ94/00025.npy,./wav2vec2featsid/v1/voices/id0022/English/cIaJasZFQ94/00025.npy,./wavlmsvfeats/v1/voices/id0022/English/cIaJasZFQ94/00025.npy,./ecappafeats/v1/voices/id0022/English/cIaJasZFQ94/00025.npy
./v1/voices/id0054/English/npX324mAtR0/00007.wav,./v1/faces/id0054/English/npX324mAtR0/0005100.jpg,id0054,./facenetfeats/v1/faces/id0054/English/npX324mAtR0/0005100.npy,53.0,./wav2vec2feats/v1/voices/id0054/English/npX324mAtR0/00007.npy,./wav2vec2featsid/v1/voices/id0054/English/npX324mAtR0/00007.npy,./wavlmsvfeats/v1/voices/id0054/English/npX324mAtR0/00007.npy,./ecappafeats/v1/voices/id0054/English/npX324mAtR0/00007.npy
./v1/voices/id0031/English/NLJmOGa0A8Q/00003.wav,./v1/faces/id0031/English/NLJmOGa0A8Q/0002750.jpg,id0031,./facenetfeats/v1/faces/id0031/English/NLJmOGa0A8Q/0002750.npy,30.0,./wav2vec2feats/v1/voices/id0031/English/NLJmOGa0A8Q/00003.npy,./wav2vec2featsid/v1/voices/id0031/English/NLJmOGa0A8Q/00003.npy,./wavlmsvfeats/v1/voices/id0031/English/NLJmOGa0A8Q/00003.npy,./ecappafeats/v1/voices/id0031/English/NLJmOGa0A8Q/00003.npy
./v1/voices/id0030/English/YF6XsNhtPLs/00005.wav,./v1/faces/id0030/English/YF6XsNhtPLs/0005675.jpg,id0030,./facenetfeats/v1/faces/id0030/English/YF6XsNhtPLs/0005675.npy,29.0,./wav2vec2feats/v1/voices/id0030/English/YF6XsNhtPLs/00005.npy,./wav2vec2featsid/v1/voices/id0030/English/YF6XsNhtPLs/00005.npy,./wavlmsvfeats/v1/voices/id0030/English/YF6XsNhtPLs/00005.npy,./ecappafeats/v1/voices/id0030/English/YF6XsNhtPLs/00005.npy
./v1/voices/id0056/English/uhqXPuUaGZ8/00005.wav,./v1/faces/id0056/English/uhqXPuUaGZ8/0008350.jpg,id0056,./facenetfeats/v1/faces/id0056/English/uhqXPuUaGZ8/0008350.npy,55.0,./wav2vec2feats/v1/voices/id0056/English/uhqXPuUaGZ8/00005.npy,./wav2vec2featsid/v1/voices/id0056/English/uhqXPuUaGZ8/00005.npy,./wavlmsvfeats/v1/voices/id0056/English/uhqXPuUaGZ8/00005.npy,./ecappafeats/v1/voices/id0056/English/uhqXPuUaGZ8/00005.npy
./v1/voices/id0034/English/CH6GUdCGbgI/00033.wav,./v1/faces/id0034/English/CH6GUdCGbgI/0003275.jpg,id0034,./facenetfeats/v1/faces/id0034/English/CH6GUdCGbgI/0003275.npy,33.0,./wav2vec2feats/v1/voices/id0034/English/CH6GUdCGbgI/00033.npy,./wav2vec2featsid/v1/voices/id0034/English/CH6GUdCGbgI/00033.npy,./wavlmsvfeats/v1/voices/id0034/English/CH6GUdCGbgI/00033.npy,./ecappafeats/v1/voices/id0034/English/CH6GUdCGbgI/00033.npy
./v1/voices/id0018/English/KQrdbivDg9E/00039.wav,./v1/faces/id0018/English/KQrdbivDg9E/0005200.jpg,id0018,./facenetfeats/v1/faces/id0018/English/KQrdbivDg9E/0005200.npy,17.0,./wav2vec2feats/v1/voices/id0018/English/KQrdbivDg9E/00039.npy,./wav2vec2featsid/v1/voices/id0018/English/KQrdbivDg9E/00039.npy,./wavlmsvfeats/v1/voices/id0018/English/KQrdbivDg9E/00039.npy,./ecappafeats/v1/voices/id0018/English/KQrdbivDg9E/00039.npy
./v1/voices/id0024/English/Zh1mPZ-UuSA/00000.wav,./v1/faces/id0024/English/Zh1mPZ-UuSA/0002400.jpg,id0024,./facenetfeats/v1/faces/id0024/English/Zh1mPZ-UuSA/0002400.npy,23.0,./wav2vec2feats/v1/voices/id0024/English/Zh1mPZ-UuSA/00000.npy,./wav2vec2featsid/v1/voices/id0024/English/Zh1mPZ-UuSA/00000.npy,./wavlmsvfeats/v1/voices/id0024/English/Zh1mPZ-UuSA/00000.npy,./ecappafeats/v1/voices/id0024/English/Zh1mPZ-UuSA/00000.npy
./v1/voices/id0045/English/h7A9ToTEKQA/00002.wav,./v1/faces/id0045/English/h7A9ToTEKQA/0008100.jpg,id0045,./facenetfeats/v1/faces/id0045/English/h7A9ToTEKQA/0008100.npy,44.0,./wav2vec2feats/v1/voices/id0045/English/h7A9ToTEKQA/00002.npy,./wav2vec2featsid/v1/voices/id0045/English/h7A9ToTEKQA/00002.npy,./wavlmsvfeats/v1/voices/id0045/English/h7A9ToTEKQA/00002.npy,./ecappafeats/v1/voices/id0045/English/h7A9ToTEKQA/00002.npy
./v1/voices/id0027/English/Pmd64Lm2bKg/00004.wav,./v1/faces/id0027/English/Pmd64Lm2bKg/0006900.jpg,id0027,./facenetfeats/v1/faces/id0027/English/Pmd64Lm2bKg/0006900.npy,26.0,./wav2vec2feats/v1/voices/id0027/English/Pmd64Lm2bKg/00004.npy,./wav2vec2featsid/v1/voices/id0027/English/Pmd64Lm2bKg/00004.npy,./wavlmsvfeats/v1/voices/id0027/English/Pmd64Lm2bKg/00004.npy,./ecappafeats/v1/voices/id0027/English/Pmd64Lm2bKg/00004.npy
./v1/voices/id0059/English/fLmv5exbzmg/00014.wav,./v1/faces/id0059/English/fLmv5exbzmg/0016650.jpg,id0059,./facenetfeats/v1/faces/id0059/English/fLmv5exbzmg/0016650.npy,58.0,./wav2vec2feats/v1/voices/id0059/English/fLmv5exbzmg/00014.npy,./wav2vec2featsid/v1/voices/id0059/English/fLmv5exbzmg/00014.npy,./wavlmsvfeats/v1/voices/id0059/English/fLmv5exbzmg/00014.npy,./ecappafeats/v1/voices/id0059/English/fLmv5exbzmg/00014.npy
./v1/voices/id0025/English/VlFa0S-juA0/00017.wav,./v1/faces/id0025/English/VlFa0S-juA0/0014000.jpg,id0025,./facenetfeats/v1/faces/id0025/English/VlFa0S-juA0/0014000.npy,24.0,./wav2vec2feats/v1/voices/id0025/English/VlFa0S-juA0/00017.npy,./wav2vec2featsid/v1/voices/id0025/English/VlFa0S-juA0/00017.npy,./wavlmsvfeats/v1/voices/id0025/English/VlFa0S-juA0/00017.npy,./ecappafeats/v1/voices/id0025/English/VlFa0S-juA0/00017.npy
./v1/voices/id0004/English/3VzvCjt5OF8/00001.wav,./v1/faces/id0004/English/3VzvCjt5OF8/0002625.jpg,id0004,./facenetfeats/v1/faces/id0004/English/3VzvCjt5OF8/0002625.npy,3.0,./wav2vec2feats/v1/voices/id0004/English/3VzvCjt5OF8/00001.npy,./wav2vec2featsid/v1/voices/id0004/English/3VzvCjt5OF8/00001.npy,./wavlmsvfeats/v1/voices/id0004/English/3VzvCjt5OF8/00001.npy,./ecappafeats/v1/voices/id0004/English/3VzvCjt5OF8/00001.npy
./v1/voices/id0025/English/VlFa0S-juA0/00053.wav,./v1/faces/id0025/English/VlFa0S-juA0/0015075.jpg,id0025,./facenetfeats/v1/faces/id0025/English/VlFa0S-juA0/0015075.npy,24.0,./wav2vec2feats/v1/voices/id0025/English/VlFa0S-juA0/00053.npy,./wav2vec2featsid/v1/voices/id0025/English/VlFa0S-juA0/00053.npy,./wavlmsvfeats/v1/voices/id0025/English/VlFa0S-juA0/00053.npy,./ecappafeats/v1/voices/id0025/English/VlFa0S-juA0/00053.npy
./v1/voices/id0025/English/VlFa0S-juA0/00049.wav,./v1/faces/id0025/English/VlFa0S-juA0/0014475.jpg,id0025,./facenetfeats/v1/faces/id0025/English/VlFa0S-juA0/0014475.npy,24.0,./wav2vec2feats/v1/voices/id0025/English/VlFa0S-juA0/00049.npy,./wav2vec2featsid/v1/voices/id0025/English/VlFa0S-juA0/00049.npy,./wavlmsvfeats/v1/voices/id0025/English/VlFa0S-juA0/00049.npy,./ecappafeats/v1/voices/id0025/English/VlFa0S-juA0/00049.npy
./v1/voices/id0028/English/9jcHcByYp_s/00036.wav,./v1/faces/id0028/English/9jcHcByYp_s/0058075.jpg,id0028,./facenetfeats/v1/faces/id0028/English/9jcHcByYp_s/0058075.npy,27.0,./wav2vec2feats/v1/voices/id0028/English/9jcHcByYp_s/00036.npy,./wav2vec2featsid/v1/voices/id0028/English/9jcHcByYp_s/00036.npy,./wavlmsvfeats/v1/voices/id0028/English/9jcHcByYp_s/00036.npy,./ecappafeats/v1/voices/id0028/English/9jcHcByYp_s/00036.npy
./v1/voices/id0034/English/2sq8hNwrjHM/00081.wav,./v1/faces/id0034/English/2sq8hNwrjHM/0033025.jpg,id0034,./facenetfeats/v1/faces/id0034/English/2sq8hNwrjHM/0033025.npy,33.0,./wav2vec2feats/v1/voices/id0034/English/2sq8hNwrjHM/00081.npy,./wav2vec2featsid/v1/voices/id0034/English/2sq8hNwrjHM/00081.npy,./wavlmsvfeats/v1/voices/id0034/English/2sq8hNwrjHM/00081.npy,./ecappafeats/v1/voices/id0034/English/2sq8hNwrjHM/00081.npy
./v1/voices/id0054/English/npX324mAtR0/00026.wav,./v1/faces/id0054/English/npX324mAtR0/0002950.jpg,id0054,./facenetfeats/v1/faces/id0054/English/npX324mAtR0/0002950.npy,53.0,./wav2vec2feats/v1/voices/id0054/English/npX324mAtR0/00026.npy,./wav2vec2featsid/v1/voices/id0054/English/npX324mAtR0/00026.npy,./wavlmsvfeats/v1/voices/id0054/English/npX324mAtR0/00026.npy,./ecappafeats/v1/voices/id0054/English/npX324mAtR0/00026.npy
./v1/voices/id0034/English/2sq8hNwrjHM/00077.wav,./v1/faces/id0034/English/2sq8hNwrjHM/0024550.jpg,id0034,./facenetfeats/v1/faces/id0034/English/2sq8hNwrjHM/0024550.npy,33.0,./wav2vec2feats/v1/voices/id0034/English/2sq8hNwrjHM/00077.npy,./wav2vec2featsid/v1/voices/id0034/English/2sq8hNwrjHM/00077.npy,./wavlmsvfeats/v1/voices/id0034/English/2sq8hNwrjHM/00077.npy,./ecappafeats/v1/voices/id0034/English/2sq8hNwrjHM/00077.npy
./v1/voices/id0018/English/KQrdbivDg9E/00000.wav,./v1/faces/id0018/English/KQrdbivDg9E/0002050.jpg,id0018,./facenetfeats/v1/faces/id0018/English/KQrdbivDg9E/0002050.npy,17.0,./wav2vec2feats/v1/voices/id0018/English/KQrdbivDg9E/00000.npy,./wav2vec2featsid/v1/voices/id0018/English/KQrdbivDg9E/00000.npy,./wavlmsvfeats/v1/voices/id0018/English/KQrdbivDg9E/00000.npy,./ecappafeats/v1/voices/id0018/English/KQrdbivDg9E/00000.npy
./v1/voices/id0034/English/2sq8hNwrjHM/00047.wav,./v1/faces/id0034/English/2sq8hNwrjHM/0025475.jpg,id0034,./facenetfeats/v1/faces/id0034/English/2sq8hNwrjHM/0025475.npy,33.0,./wav2vec2feats/v1/voices/id0034/English/2sq8hNwrjHM/00047.npy,./wav2vec2featsid/v1/voices/id0034/English/2sq8hNwrjHM/00047.npy,./wavlmsvfeats/v1/voices/id0034/English/2sq8hNwrjHM/00047.npy,./ecappafeats/v1/voices/id0034/English/2sq8hNwrjHM/00047.npy
./v1/voices/id0036/English/_Xh26PLfkm8/00003.wav,./v1/faces/id0036/English/_Xh26PLfkm8/0002225.jpg,id0036,./facenetfeats/v1/faces/id0036/English/_Xh26PLfkm8/0002225.npy,35.0,./wav2vec2feats/v1/voices/id0036/English/_Xh26PLfkm8/00003.npy,./wav2vec2featsid/v1/voices/id0036/English/_Xh26PLfkm8/00003.npy,./wavlmsvfeats/v1/voices/id0036/English/_Xh26PLfkm8/00003.npy,./ecappafeats/v1/voices/id0036/English/_Xh26PLfkm8/00003.npy
./v1/voices/id0033/English/02L6RPzTSoI/00003.wav,./v1/faces/id0033/English/02L6RPzTSoI/0022000.jpg,id0033,./facenetfeats/v1/faces/id0033/English/02L6RPzTSoI/0022000.npy,32.0,./wav2vec2feats/v1/voices/id0033/English/02L6RPzTSoI/00003.npy,./wav2vec2featsid/v1/voices/id0033/English/02L6RPzTSoI/00003.npy,./wavlmsvfeats/v1/voices/id0033/English/02L6RPzTSoI/00003.npy,./ecappafeats/v1/voices/id0033/English/02L6RPzTSoI/00003.npy
./v1/voices/id0007/English/-A7qq30K1UM/00009.wav,./v1/faces/id0007/English/-A7qq30K1UM/0005525.jpg,id0007,./facenetfeats/v1/faces/id0007/English/-A7qq30K1UM/0005525.npy,6.0,./wav2vec2feats/v1/voices/id0007/English/-A7qq30K1UM/00009.npy,./wav2vec2featsid/v1/voices/id0007/English/-A7qq30K1UM/00009.npy,./wavlmsvfeats/v1/voices/id0007/English/-A7qq30K1UM/00009.npy,./ecappafeats/v1/voices/id0007/English/-A7qq30K1UM/00009.npy
./v1/voices/id0025/English/VlFa0S-juA0/00026.wav,./v1/faces/id0025/English/VlFa0S-juA0/0012500.jpg,id0025,./facenetfeats/v1/faces/id0025/English/VlFa0S-juA0/0012500.npy,24.0,./wav2vec2feats/v1/voices/id0025/English/VlFa0S-juA0/00026.npy,./wav2vec2featsid/v1/voices/id0025/English/VlFa0S-juA0/00026.npy,./wavlmsvfeats/v1/voices/id0025/English/VlFa0S-juA0/00026.npy,./ecappafeats/v1/voices/id0025/English/VlFa0S-juA0/00026.npy
./v1/voices/id0005/English/aT4fcH93Fxw/00005.wav,./v1/faces/id0005/English/aT4fcH93Fxw/0005675.jpg,id0005,./facenetfeats/v1/faces/id0005/English/aT4fcH93Fxw/0005675.npy,4.0,./wav2vec2feats/v1/voices/id0005/English/aT4fcH93Fxw/00005.npy,./wav2vec2featsid/v1/voices/id0005/English/aT4fcH93Fxw/00005.npy,./wavlmsvfeats/v1/voices/id0005/English/aT4fcH93Fxw/00005.npy,./ecappafeats/v1/voices/id0005/English/aT4fcH93Fxw/00005.npy
./v1/voices/id0018/English/KQrdbivDg9E/00053.wav,./v1/faces/id0018/English/KQrdbivDg9E/0001975.jpg,id0018,./facenetfeats/v1/faces/id0018/English/KQrdbivDg9E/0001975.npy,17.0,./wav2vec2feats/v1/voices/id0018/English/KQrdbivDg9E/00053.npy,./wav2vec2featsid/v1/voices/id0018/English/KQrdbivDg9E/00053.npy,./wavlmsvfeats/v1/voices/id0018/English/KQrdbivDg9E/00053.npy,./ecappafeats/v1/voices/id0018/English/KQrdbivDg9E/00053.npy
./v1/voices/id0011/English/CsnMSIZg04A/00014.wav,./v1/faces/id0011/English/CsnMSIZg04A/0005500.jpg,id0011,./facenetfeats/v1/faces/id0011/English/CsnMSIZg04A/0005500.npy,10.0,./wav2vec2feats/v1/voices/id0011/English/CsnMSIZg04A/00014.npy,./wav2vec2featsid/v1/voices/id0011/English/CsnMSIZg04A/00014.npy,./wavlmsvfeats/v1/voices/id0011/English/CsnMSIZg04A/00014.npy,./ecappafeats/v1/voices/id0011/English/CsnMSIZg04A/00014.npy
./v1/voices/id0001/English/cFU_ez_naak/00007.wav,./v1/faces/id0001/English/cFU_ez_naak/0002925.jpg,id0001,./facenetfeats/v1/faces/id0001/English/cFU_ez_naak/0002925.npy,0.0,./wav2vec2feats/v1/voices/id0001/English/cFU_ez_naak/00007.npy,./wav2vec2featsid/v1/voices/id0001/English/cFU_ez_naak/00007.npy,./wavlmsvfeats/v1/voices/id0001/English/cFU_ez_naak/00007.npy,./ecappafeats/v1/voices/id0001/English/cFU_ez_naak/00007.npy
./v1/voices/id0007/English/-A7qq30K1UM/00003.wav,./v1/faces/id0007/English/-A7qq30K1UM/0005950.jpg,id0007,./facenetfeats/v1/faces/id0007/English/-A7qq30K1UM/0005950.npy,6.0,./wav2vec2feats/v1/voices/id0007/English/-A7qq30K1UM/00003.npy,./wav2vec2featsid/v1/voices/id0007/English/-A7qq30K1UM/00003.npy,./wavlmsvfeats/v1/voices/id0007/English/-A7qq30K1UM/00003.npy,./ecappafeats/v1/voices/id0007/English/-A7qq30K1UM/00003.npy
./v1/voices/id0061/English/qXhXigw8GU8/00000.wav,./v1/faces/id0061/English/qXhXigw8GU8/0000600.jpg,id0061,./facenetfeats/v1/faces/id0061/English/qXhXigw8GU8/0000600.npy,60.0,./wav2vec2feats/v1/voices/id0061/English/qXhXigw8GU8/00000.npy,./wav2vec2featsid/v1/voices/id0061/English/qXhXigw8GU8/00000.npy,./wavlmsvfeats/v1/voices/id0061/English/qXhXigw8GU8/00000.npy,./ecappafeats/v1/voices/id0061/English/qXhXigw8GU8/00000.npy
